 COVARIABLE MRK M_Beta SD_Beta M_Delta BF(dB) 
  1    2187   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2188  -0.00000774   0.00024472   0.00100000 -13.05177600
  1    2189  -0.00003535   0.00112897   0.00300000  -5.25938709
  1    2190  -0.00019658   0.00468704   0.00600000  -2.23599939
  1    2191  -0.00003428   0.00236333   0.00200000  -7.02465351
  1    2192   0.00009202   0.00205621   0.00200000  -7.02465351
  1    2193   0.00048131   0.00583670   0.00800000  -0.97786491
  1    2194   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2195  -0.00006747   0.00187645   0.00400000  -4.00564152
  1    2196   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2197   0.00061729   0.00710211   0.00800000  -0.97786491
  1    2198  -0.00282385   0.01567361   0.03500000   5.55175926
  1    2199   0.00002322   0.00174718   0.00300000  -5.25938709
  1    2200  -0.00000007   0.00011363   0.00200000  -7.02465351
  1    2201   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2202  -0.00010599   0.00489880   0.00500000  -3.03217882
  1    2203  -0.00015089   0.00476904   0.00100000 -13.05177600
  1    2204   0.00022709   0.00591715   0.00300000  -5.25938709
  1    2205  -0.00002910   0.00191620   0.00400000  -4.00564152
  1    2206   0.00014525   0.00272576   0.00400000  -4.00564152
  1    2207   0.00059822   0.00887242   0.00700000  -1.56216014
  1    2208   0.00005798   0.00573953   0.00400000  -4.00564152
  1    2209  -0.00021254   0.00302316   0.00500000  -3.03217882
  1    2210   0.00002278   0.00167458   0.00300000  -5.25938709
  1    2211  -0.00001481   0.00046804   0.00100000 -13.05177600
  1    2212  -0.00016213   0.00626759   0.00800000  -0.97786491
  1    2213   0.00038959   0.00489307   0.00800000  -0.97786491
  1    2214   0.00022755   0.00355922   0.00500000  -3.03217882
  1    2215   0.00016920   0.00320657   0.00300000  -5.25938709
  1    2216  -0.00002318   0.00146622   0.00200000  -7.02465351
  1    2217   0.00001313   0.00388394   0.00500000  -3.03217882
  1    2218  -0.00070792   0.00713798   0.01200000   0.80059496
  1    2219   0.00008843   0.00279494   0.00100000 -13.05177600
  1    2220  -0.00033921   0.00662496   0.00400000  -4.00564152
  1    2221   0.00017305   0.00339347   0.00800000  -0.97786491
  1    2222  -0.00012513   0.00232113   0.00400000  -4.00564152
  1    2223  -0.00041820   0.00675502   0.00700000  -1.56216014
  1    2224   0.00010706   0.00252476   0.00300000  -5.25938709
  1    2225   0.00046605   0.00652454   0.00700000  -1.56216014
  1    2226  -0.00002147   0.00067860   0.00100000 -13.05177600
  1    2227   0.00007357   0.00182211   0.00200000  -7.02465351
  1    2228  -0.00000320   0.00353185   0.00300000  -5.25938709
  1    2229   0.00012560   0.00237755   0.00300000  -5.25938709
  1    2230   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2231  -0.00000602   0.00122604   0.00200000  -7.02465351
  1    2232   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2233  -0.00003718   0.00368331   0.00200000  -7.02465351
  1    2234   0.00009610   0.00378866   0.00300000  -5.25938709
  1    2235   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2236  -0.00000468   0.00265323   0.00400000  -4.00564152
  1    2237  -0.00014896   0.00303672   0.00300000  -5.25938709
  1    2238   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2239  -0.00000791   0.00024997   0.00100000 -13.05177600
  1    2240  -0.00001010   0.00055425   0.00200000  -7.02465351
  1    2241  -0.00000483   0.00015253   0.00100000 -13.05177600
  1    2242  -0.00025214   0.00419081   0.00600000  -2.23599939
  1    2243  -0.00001626   0.00051400   0.00100000 -13.05177600
  1    2244  -0.00014045   0.00250898   0.00500000  -3.03217882
  1    2245   0.00044118   0.00669646   0.00600000  -2.23599939
  1    2246   0.00006571   0.00529842   0.00500000  -3.03217882
  1    2247   0.00046093   0.00609040   0.00800000  -0.97786491
  1    2248  -0.00002001   0.00143785   0.00300000  -5.25938709
  1    2249  -0.00002985   0.00090352   0.00300000  -5.25938709
  1    2250  -0.00025281   0.00379992   0.00500000  -3.03217882
  1    2251  -0.00002093   0.00066148   0.00100000 -13.05177600
  1    2252   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2253   0.00013941   0.00251808   0.00400000  -4.00564152
  1    2254  -0.00049077   0.00952400   0.00400000  -4.00564152
  1    2255  -0.00067682   0.01027348   0.00800000  -0.97786491
  1    2256  -0.00027543   0.00640925   0.00500000  -3.03217882
  1    2257   0.00000391   0.00337814   0.00400000  -4.00564152
  1    2258  -0.00015267   0.00417696   0.00600000  -2.23599939
  1    2259  -0.00001678   0.00053031   0.00100000 -13.05177600
  1    2260  -0.00000488   0.00015409   0.00100000 -13.05177600
  1    2261   0.00013651   0.00266470   0.00300000  -5.25938709
  1    2262  -0.00004486   0.00101657   0.00200000  -7.02465351
  1    2263   0.00065560   0.00779753   0.00900000  -0.46195950
  1    2264   0.00188572   0.01060289   0.03300000   5.28722660
  1    2265   0.00000703   0.00022222   0.00100000 -13.05177600
  1    2266   0.00014070   0.00225054   0.00500000  -3.03217882
  1    2267   0.00020702   0.00368989   0.00500000  -3.03217882
  1    2268  -0.00072966   0.00745473   0.01000000   0.00000000
  1    2269   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2270  -0.00005276   0.00166753   0.00100000 -13.05177600
  1    2271  -0.00004141   0.00130890   0.00100000 -13.05177600
  1    2272  -0.00003619   0.00114382   0.00100000 -13.05177600
  1    2273  -0.00011890   0.00265618   0.00200000  -7.02465351
  1    2274  -0.00606855   0.02656317   0.05700000   7.76998358
  1    2275   0.00000524   0.00025157   0.00200000  -7.02465351
  1    2276   0.02106341   0.04318784   0.20900000  14.17604997
  1    2277  -0.00002362   0.00052822   0.00200000  -7.02465351
  1    2278   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2279  -0.00126128   0.00961816   0.01800000   2.58796212
  1    2280   0.00217646   0.01400770   0.03000000   4.85984715
  1    2281   0.00025676   0.00389404   0.00500000  -3.03217882
  1    2282  -0.00013861   0.00660303   0.00600000  -2.23599939
  1    2283   0.00046030   0.00888752   0.00400000  -4.00564152
  1    2284   0.00028568   0.00474467   0.00700000  -1.56216014
  1    2285   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2286   0.00001595   0.00131517   0.00200000  -7.02465351
  1    2287   0.00008898   0.00206744   0.00200000  -7.02465351
  1    2288  -0.00000470   0.00081280   0.00300000  -5.25938709
  1    2289  -0.00650789   0.02740389   0.05900000   7.92897583
  1    2290  -0.00007917   0.00165119   0.00300000  -5.25938709
  1    2291  -0.00003342   0.00074920   0.00200000  -7.02465351
  1    2292   0.00036863   0.00516216   0.00600000  -2.23599939
  1    2293   0.00000366   0.00011562   0.00100000 -13.05177600
  1    2294   0.00016395   0.00301011   0.00500000  -3.03217882
  1    2295   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2296   0.00001803   0.00043400   0.00200000  -7.02465351
  1    2297  -0.00155081   0.00917492   0.03100000   5.00673111
  1    2298  -0.00040498   0.00477010   0.00800000  -0.97786491
  1    2299   0.00001549   0.00174839   0.00200000  -7.02465351
  1    2300  -0.00693815   0.03059475   0.05300000   7.43561085
  1    2301  -0.00001048   0.00033125   0.00100000 -13.05177600
  1    2302   0.00004348   0.00137418   0.00100000 -13.05177600
  1    2303  -0.00018634   0.00501333   0.00500000  -3.03217882
  1    2304   0.00197839   0.01184811   0.03200000   5.14909816
  1    2305  -0.00015396   0.00295842   0.00300000  -5.25938709
  1    2306  -0.00032757   0.00429294   0.00700000  -1.56216014
  1    2307  -0.00000786   0.00124588   0.00200000  -7.02465351
  1    2308  -0.00012730   0.00316539   0.00200000  -7.02465351
  1    2309   0.00001154   0.00132267   0.00300000  -5.25938709
  1    2310  -0.00001010   0.00089287   0.00200000  -7.02465351
  1    2311   0.00002521   0.00079689   0.00100000 -13.05177600
  1    2312   0.00005326   0.00399581   0.00500000  -3.03217882
  1    2313  -0.00030089   0.00672217   0.00200000  -7.02465351
  1    2314  -0.00066573   0.01219307   0.00800000  -0.97786491
  1    2315   0.00015723   0.00296088   0.00300000  -5.25938709
  1    2316   0.00168816   0.01173654   0.02400000   3.86396619
  1    2317   0.00016527   0.00313567   0.00300000  -5.25938709
  1    2318  -0.00024070   0.00667520   0.00900000  -0.46195950
  1    2319  -0.00020016   0.00360210   0.00600000  -2.23599939
  1    2320  -0.00002509   0.00096556   0.00200000  -7.02465351
  1    2321   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2322   0.00021989   0.00445747   0.00500000  -3.03217882
  1    2323   0.00006905   0.00444390   0.00500000  -3.03217882
  1    2324   0.00173502   0.01748584   0.01400000   1.47886315
  1    2325  -0.00018922   0.00399234   0.00500000  -3.03217882
  1    2326  -0.00082807   0.01171159   0.01100000   0.41831588
  1    2327   0.00001326   0.00041905   0.00100000 -13.05177600
  1    2328  -0.00003191   0.00197580   0.00200000  -7.02465351
  1    2329  -0.00022991   0.00440836   0.00300000  -5.25938709
  1    2330   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2331   0.00006054   0.00290909   0.00200000  -7.02465351
  1    2332   0.00000946   0.00188384   0.00300000  -5.25938709
  1    2333   0.00039378   0.00539188   0.00600000  -2.23599939
  1    2334  -0.00008444   0.00189496   0.00200000  -7.02465351
  1    2335   0.00071694   0.00900593   0.00800000  -0.97786491
  1    2336   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2337   0.00062325   0.00809803   0.00700000  -1.56216014
  1    2338   0.00007909   0.00192427   0.00300000  -5.25938709
  1    2339  -0.00037827   0.00441378   0.00800000  -0.97786491
  1    2340  -0.00003974   0.00102022   0.00200000  -7.02465351
  1    2341   0.00005802   0.00183369   0.00100000 -13.05177600
  1    2342   0.00009652   0.00188352   0.00400000  -4.00564152
  1    2343   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2344   0.00003907   0.00117805   0.00200000  -7.02465351
  1    2345   0.00024321   0.00443968   0.00300000  -5.25938709
  1    2346   0.00028787   0.00522442   0.00400000  -4.00564152
  1    2347   0.00003126   0.00093315   0.00200000  -7.02465351
  1    2348  -0.00003607   0.00156172   0.00300000  -5.25938709
  1    2349   0.00033620   0.00505462   0.00500000  -3.03217882
  1    2350  -0.00003063   0.00096823   0.00100000 -13.05177600
  1    2351  -0.00008022   0.00184478   0.00400000  -4.00564152
  1    2352  -0.00096443   0.00991966   0.01300000   1.15261394
  1    2353   0.00002898   0.00091590   0.00100000 -13.05177600
  1    2354  -0.00074794   0.00671338   0.01400000   1.47886315
  1    2355   0.00000625   0.00523626   0.00500000  -3.03217882
  1    2356  -0.00001216   0.00033342   0.00200000  -7.02465351
  1    2357  -0.00021490   0.00507723   0.00200000  -7.02465351
  1    2358   0.00038735   0.00452190   0.01100000   0.41831588
  1    2359   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2360   0.00011447   0.00227242   0.00500000  -3.03217882
  1    2361  -0.00029042   0.00467748   0.00400000  -4.00564152
  1    2362   0.00010518   0.00392185   0.00400000  -4.00564152
  1    2363  -0.00004617   0.00234906   0.00200000  -7.02465351
  1    2364  -0.00078721   0.00696491   0.01600000   2.06760079
  1    2365   0.00021393   0.00527539   0.00800000  -0.97786491
  1    2366   0.00011575   0.00302862   0.00200000  -7.02465351
  1    2367   0.00055851   0.00611908   0.01100000   0.41831588
  1    2368  -0.00000831   0.00026260   0.00100000 -13.05177600
  1    2369   0.00545327   0.02487635   0.05200000   7.34830201
  1    2370  -0.00000099   0.00062156   0.00200000  -7.02465351
  1    2371  -0.00020556   0.00494612   0.00200000  -7.02465351
  1    2372  -0.00050898   0.00622021   0.01000000   0.00000000
  1    2373   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2374  -0.00060061   0.00915329   0.00600000  -2.23599939
  1    2375   0.00002797   0.00321660   0.00400000  -4.00564152
  1    2376  -0.00433042   0.01705994   0.06900000   8.65534604
  1    2377   0.00054476   0.00609831   0.01000000   0.00000000
  1    2378  -0.00001682   0.00053178   0.00100000 -13.05177600
  1    2379   0.00006322   0.00139025   0.00300000  -5.25938709
  1    2380   0.00013454   0.00228492   0.00400000  -4.00564152
  1    2381   0.00020706   0.00342049   0.00400000  -4.00564152
  1    2382  -0.00007518   0.00298244   0.00400000  -4.00564152
  1    2383  -0.00070947   0.00736339   0.01100000   0.41831588
  1    2384  -0.00003103   0.00202606   0.00200000  -7.02465351
  1    2385   0.00003008   0.00087572   0.00200000  -7.02465351
  1    2386   0.00136848   0.01492372   0.01200000   0.80059496
  1    2387   0.00001093   0.00034552   0.00100000 -13.05177600
  1    2388  -0.00003735   0.00118037   0.00100000 -13.05177600
  1    2389  -0.00007116   0.00184648   0.00200000  -7.02465351
  1    2390  -0.00002453   0.00077350   0.00200000  -7.02465351
  1    2391   0.00005298   0.00231198   0.00200000  -7.02465351
  1    2392   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2393  -0.00004245   0.00134172   0.00100000 -13.05177600
  1    2394   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2395  -0.00003271   0.00104486   0.00300000  -5.25938709
  1    2396   0.00081446   0.00850528   0.01100000   0.41831588
  1    2397   0.00002491   0.00078747   0.00100000 -13.05177600
  1    2398   0.00005786   0.00139478   0.00200000  -7.02465351
  1    2399   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2400   0.00010363   0.00297151   0.00400000  -4.00564152
  1    2401  -0.00060908   0.00690930   0.00900000  -0.46195950
  1    2402  -0.00002568   0.00077796   0.00200000  -7.02465351
  1    2403   0.00006794   0.00174398   0.00200000  -7.02465351
  1    2404   0.00000836   0.00213274   0.00200000  -7.02465351
  1    2405   0.00000309   0.00064969   0.00200000  -7.02465351
  1    2406   0.00001708   0.00053975   0.00100000 -13.05177600
  1    2407   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2408  -0.00003765   0.00161893   0.00400000  -4.00564152
  1    2409  -0.00008898   0.00167110   0.00400000  -4.00564152
  1    2410   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2411   0.00001013   0.00070632   0.00200000  -7.02465351
  1    2412  -0.00021105   0.00606085   0.00500000  -3.03217882
  1    2413  -0.00003168   0.00125010   0.00400000  -4.00564152
  1    2414   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2415   0.00001842   0.00058234   0.00100000 -13.05177600
  1    2416   0.00001339   0.00042333   0.00100000 -13.05177600
  1    2417  -0.00019830   0.00282933   0.00700000  -1.56216014
  1    2418  -0.00019448   0.00324861   0.00700000  -1.56216014
  1    2419  -0.00004185   0.00202896   0.00200000  -7.02465351
  1    2420   0.00031902   0.00539944   0.00700000  -1.56216014
  1    2421   0.00000010   0.00023082   0.00200000  -7.02465351
  1    2422  -0.00001343   0.00025797   0.00300000  -5.25938709
  1    2423  -0.00002539   0.00080250   0.00100000 -13.05177600
  1    2424   0.00003421   0.00241501   0.00300000  -5.25938709
  1    2425  -0.00002045   0.00152282   0.00400000  -4.00564152
  1    2426   0.00010669   0.00166480   0.00500000  -3.03217882
  1    2427  -0.00009271   0.00313413   0.00200000  -7.02465351
  1    2428  -0.00002511   0.00079370   0.00100000 -13.05177600
  1    2429  -0.00003082   0.00097401   0.00100000 -13.05177600
  1    2430   0.00003178   0.00100447   0.00100000 -13.05177600
  1    2431  -0.00006577   0.00177906   0.00400000  -4.00564152
  1    2432  -0.00028640   0.00406039   0.00500000  -3.03217882
  1    2433  -0.00021216   0.00446397   0.00400000  -4.00564152
  1    2434   0.00004784   0.00178034   0.00300000  -5.25938709
  1    2435   0.00022656   0.00364283   0.00600000  -2.23599939
  1    2436   0.00000657   0.00020756   0.00100000 -13.05177600
  1    2437   0.00122826   0.01080251   0.01500000   1.78290223
  1    2438   0.00440331   0.02389727   0.04200000   6.37518976
  1    2439   0.00043369   0.00678509   0.00500000  -3.03217882
  1    2440  -0.00006570   0.00207656   0.00100000 -13.05177600
  1    2441   0.00025505   0.00603655   0.00600000  -2.23599939
  1    2442   0.00045849   0.00685429   0.00600000  -2.23599939
  1    2443   0.00052821   0.00758550   0.00700000  -1.56216014
  1    2444   0.00040679   0.00730747   0.01200000   0.80059496
  1    2445   0.00001458   0.00046074   0.00100000 -13.05177600
